strike	Strike a bargain .	(0, 6)	Strike fire from the flintstone .	(0, 6)
reaction	A bad reaction to the medicine .	(6, 14)	The forces of reaction carried the election .	(14, 22)
play	Charlie likes to play Mary .	(17, 21)	Princeton plays Yale this weekend .	(10, 15)
price	The price of gasoline .	(4, 9)	I paid a high price for my folly .	(14, 19)
spot	A bald spot .	(7, 11)	A leopard 's spots .	(13, 18)
throw	Throw accusations at someone .	(0, 5)	She threw a beautiful teapot .	(4, 9)
go	The washing machine wo n't go unless it 's plugged in .	(27, 29)	Her face went red with anger .	(9, 13)
set	To set glass in a sash .	(3, 6)	The sun sets early these days .	(8, 12)
draw	Draw parallels .	(0, 4)	Draw a conclusion .	(0, 4)
follow	Please follow the guide through the museum .	(7, 13)	She followed a guru for years .	(4, 12)
appeal	Appeal to somebody for help .	(0, 6)	The idea of a vacation appeals to me .	(23, 30)
drink	I asked for a hot drink .	(18, 23)	Likes a drink before dinner .	(8, 13)
now	It worked up to right now .	(22, 25)	Now is a good time to do it .	(0, 3)
point	Point a chimney .	(0, 5)	Point the letter .	(0, 5)
support	They gave him emotional support during difficult times .	(24, 31)	His support kept the family together .	(4, 11)
keep	Our grant has run out and we can not keep you on .	(37, 41)	Keep my seat , please .	(0, 4)
softness	He attributes the disappointing results to softness in the economy .	(43, 51)	Orders have recently picked up after a period of extreme softness .	(57, 65)
touch	This piano has a wonderful touch .	(27, 32)	She likes the touch of silk on her skin .	(14, 19)
turn	Turn your face to the wall .	(0, 4)	She is turning 50 this year .	(7, 14)
beat	Beat a path through the forest .	(0, 4)	Beat one 's breast .	(0, 4)
get	You can not get water out of a stone .	(12, 15)	We 'll get them !	(7, 10)
recognition	He was unable to make his motion because he could n't get recognition by the chairman .	(58, 69)	Increasing recognition that diabetes frequently coexists with other chronic diseases .	(11, 22)
save	This will save money .	(10, 14)	I 'll save you the trouble .	(6, 10)
channel	A channel is typically what you rent from a telephone company .	(2, 9)	The English Channel lies between France and England .	(12, 19)
conflict	The familiar conflict between Republicans and Democrats .	(13, 21)	His conflict of interest made him ineligible for the post .	(4, 12)
find	Find the product of two numbers .	(0, 4)	She found the time and energy to take care of her aging parents .	(4, 9)
preparation	The resolution of one dissonance is often the preparation for another dissonance .	(46, 57)	Preparations for the ceremony had begun .	(0, 12)
box	An armed guard sat in the box with the driver .	(26, 29)	The flowchart contained many boxes .	(29, 34)
swing	Swing back .	(0, 5)	Swing forward .	(0, 5)
date	US date : 05/24/08 = Tuesday , May 24th , 2008 . UK date : 24/05/08 = Tuesday 24th May 2008 .	(3, 7)	The date of a letter , of a will , of a deed , of a coin , etc .	(4, 8)
keep	Keep food for a week in the pantry .	(0, 4)	I keep my specimens under glass to protect them .	(2, 6)
gather	I gather from Aunty May that you had a good day at the match .	(2, 8)	Let 's gather in the dining room .	(7, 13)
find	My son went to Berkeley to find himself .	(27, 31)	The arrow found its mark .	(10, 15)
term	The general term of an algebraic equation of the n-th degree .	(12, 16)	The major term of a syllogism must occur twice .	(10, 14)
face	An angry face .	(9, 13)	Put a big sign on each face of the building that can be seen from the road .	(23, 27)
come	Come into contact with a terrorist group .	(0, 4)	Their anger came to a boil .	(12, 16)
press	The press of business matters .	(4, 9)	Stop the presses !	(9, 16)
cold	Cold is a vasoconstrictor .	(0, 4)	Come in , out of the cold .	(21, 25)
claim	His claim that he was innocent .	(4, 9)	Evidence contradicted the government 's claims .	(40, 46)
pursuit	The pursuit of love .	(4, 11)	Unremitting pursuit of wealth does n't bring happiness , particularly if successful .	(12, 19)
commercialization	Both companies will retain control over the commercialization of their own products .	(44, 61)	The government tried to accelerate the commercialization of this development .	(39, 56)
connect	This computer will connect well to the network .	(19, 26)	Herman connected the computers together .	(7, 16)
baseball	He played baseball in high school .	(10, 18)	There was a baseball game on every empty lot .	(12, 20)
construct	Construct an argument .	(0, 9)	Construct a proof .	(0, 9)
trend	The upward trend of stock-market prices .	(11, 16)	Not openly liberal but that is the trend of the book .	(35, 40)
produce	These chemicals produce a noxious vapor .	(16, 23)	This procedure produces a curious effect .	(15, 23)
raise	To raise somebody to office .	(3, 8)	Chew with your mouth shut — were you raised in a barn ?	(37, 43)
day	After that day she never trusted him again .	(11, 14)	These days it is not unusual .	(6, 10)
business	We do business all over the world .	(6, 14)	He 's such a poor cook , I ca n't believe he 's still in business !	(57, 65)
match	This job does n't match my dreams .	(18, 23)	The company matched the discount policy of its competitors .	(12, 19)
keep	There 's little to earn and many to keep .	(36, 40)	Where do you keep your gardening tools ?	(13, 17)
approach	Approach a task .	(0, 8)	To approach the city .	(3, 11)
cure	Cure cement .	(0, 4)	Cure resin .	(0, 4)
spring	You can visit me in the spring , when the weather is bearable .	(24, 30)	Spring is the time of the year most species reproduce .	(0, 6)
pay	It will pay to wait .	(8, 11)	He paid me 5000 pounds for the car .	(3, 7)
assumption	Their assumption of his guilt disqualified them from jury duty .	(6, 16)	Any society is built upon certain assumptions .	(34, 45)
unit	The word is a basic linguistic unit .	(31, 35)	The reduced the number of units and installations .	(26, 31)
ease	He passed all the exams with ease .	(29, 33)	They put it into containers for ease of transportation .	(32, 36)
account	He predicted that although it is of small account now it will rapidly increase in importance .	(42, 49)	A person of considerable account .	(25, 32)
rotation	The medical resident finished a two-week rotation in pediatrics and began one in orthopaedics .	(41, 49)	The earth 's rotation about its axis is responsible for its being slightly oblate rather than a sphere .	(13, 21)
roll	I want to get there early ; let 's roll .	(35, 39)	The drawer rolled open .	(11, 17)
air	Air pollution .	(0, 3)	Her hand stopped in mid air .	(24, 27)
field	Anthropologists do much of their work in the field .	(45, 50)	Field work traditionally distinguishes true archaeologists from armchair archaeologists .	(0, 5)
burn	He watched the house burn .	(21, 25)	Maple wood burns well .	(11, 16)
floor	The floor of the pelvis .	(4, 9)	The floor of the cave .	(4, 9)
communicate	Many deaf people communicate with sign language .	(17, 28)	I feel I hardly know him ; I just wish he 'd communicate with me a little more .	(45, 56)
krona	You can use paper krona ( i.e. , bills , banknotes ) .	(18, 23)	The book costs five krona .	(20, 25)
love	His love for his work .	(4, 8)	So that 's fifteen - love to Kournikova .	(21, 25)
scene	The police returned to the scene of the crime .	(27, 32)	He made a scene .	(10, 15)
authority	He has the authority to issue warrants .	(11, 20)	I have the authority to penalise the staff in my department , but not the authority to sack them .	(11, 20)
look	I do n't like the look of the new design .	(18, 22)	I do n't like the looks of this place .	(18, 23)
call	The ship will call in Honolulu tomorrow .	(14, 18)	A transmitter in Samoa was heard calling .	(33, 40)
strike	We must strike the enemy 's oil fields .	(8, 14)	The Germans struck Poland on Sept. 1 , 1939 .	(12, 18)
stage	The band returned to the stage to play an encore .	(25, 30)	He clambered up onto the stage and got the actors to help him into the box .	(25, 30)
end	The end of the pier .	(4, 7)	They rode to the end of the line .	(17, 20)
claim	His claim on her attentions .	(4, 9)	Evidence contradicted the government 's claims .	(40, 46)
go	Ready , set , go !	(14, 16)	I went on holiday and got malaria .	(2, 6)
empty	To empty a well or a cistern .	(3, 8)	Empty the water .	(0, 5)
rest	I 'll take the rest .	(15, 19)	People actually accomplish more when they take time for short rests .	(62, 67)
catch	Do n't catch your meaning .	(7, 12)	I have some free time tonight so I think I 'll catch a movie .	(47, 52)
know	I know that the President lied to the people .	(2, 6)	I want to know who is winning the game !	(10, 14)
system	In a static system oil can not be replaced by water on a surface .	(12, 18)	The system consists of a motor and a small computer .	(4, 10)
day	It should arrive any day now .	(21, 24)	I 've been here for 2 days and a bit .	(22, 26)
change	The product is undergoing a change in order to improve it .	(28, 34)	The change was intended to increase sales .	(4, 10)
bankruptcy	Moral bankruptcy .	(6, 16)	Intellectual bankruptcy .	(13, 23)
masquerade	A beggar 's masquerade of wealth .	(12, 22)	I was invited to the masquerade at their home .	(21, 31)
make	Make friends .	(0, 4)	Make enemies .	(0, 4)
pull	Pull your knees towards your chin .	(0, 4)	Pull the string gently .	(0, 4)
set	The film is set in Africa .	(12, 15)	Set the dogs on the scent of the missing children .	(0, 3)
carry	These pipes carry waste water into the river .	(12, 17)	Amanda carried the package .	(7, 14)
helm	The helm of the Commonwealth .	(4, 8)	The President is at the helm of the Ship of State .	(24, 28)
masticate	Masticate rubber .	(0, 9)	The cow stood , quietly masticating its cud .	(24, 35)
face	The face of this company .	(4, 8)	Why the sad face ?	(12, 16)
saving	There was a saving of 50 cents .	(12, 18)	The shift of the supplier gave us a saving of 10 percent .	(36, 42)
quarter	It 's a quarter til 4 .	(8, 15)	The wind is coming from that quarter .	(29, 36)
face	She wanted to wipe him off the face of the earth .	(31, 35)	He washed his face .	(14, 18)
line	The line stretched clear around the corner .	(4, 8)	A dedicated line .	(12, 16)
extend	Extend a loan .	(0, 6)	The facts extend beyond a consideration of her personal assets .	(10, 16)
sport	A good sport .	(7, 12)	A poor sport .	(7, 12)
raise	Raise my salary .	(0, 5)	Raise a sad cry .	(0, 5)
brush	I had a brush with danger on my way to work .	(8, 13)	He tried to avoid any brushes with the police .	(22, 29)
time	We had a wonderful time at the party .	(19, 23)	The judge leniently granted a sentence with no hard time .	(52, 56)
feel	I feel that we need to try harder .	(2, 6)	It feels nice to be home again .	(3, 8)
acquisition	The acquisition of wealth .	(4, 15)	The acquisition of sports equipment can be fun in itself .	(4, 15)
society	He enjoyed the society of his friends .	(15, 22)	This society has been known for centuries for its colorful clothing and tight-knit family structure .	(5, 12)
end	He came to a bad end .	(17, 20)	The end of town .	(4, 7)
finish	When these final episodes are broadcast it will be the finish of the show .	(55, 61)	Almost an inspiration which gives to all work that finish which is almost art "-- Joseph Conrad .	(51, 57)
charge	Do n't forget to charge the drill .	(17, 23)	She was charged with supervising the creation of a concordance .	(8, 15)
stretch	Running at full stretch .	(16, 23)	By no stretch of the imagination .	(6, 13)
raise	Raise a shout .	(0, 5)	Raise a protest .	(0, 5)
change	The change was intended to increase sales .	(4, 10)	This storm is certainly a change for the worse .	(26, 32)
block	Block the graphs so one can see the results clearly .	(0, 5)	Block a plate for printing .	(0, 5)
draw	Draw pulp from the fruit .	(0, 4)	A ship draws ten feet of water .	(7, 12)
resistance	Widespread resistance to the new urban development plans .	(11, 21)	The enemy offered little resistance .	(25, 35)
year	A normal year has 365 full days , but there are 366 days in a leap year .	(9, 13)	She is 4 years old .	(9, 14)
be	When will the meeting be ?	(22, 24)	The postman has been today , but my tickets have still not yet come .	(16, 20)
torrent	They endured a torrent of inquiries .	(15, 22)	A torrent of abuse .	(2, 9)
floor	Many sunken ships rest on the ocean floor .	(36, 41)	The floor of the pelvis .	(4, 9)
trust	We can not trust anyone who deceives us .	(11, 16)	In God We Trust - written on denominations of US currency .	(10, 15)
subject	Teachers should be well trained in their subject .	(41, 48)	Her favorite subject is physics .	(13, 20)
refund	If you find this computer for sale anywhere at a lower price , we 'll refund you the difference .	(70, 76)	Please refund me my money .	(7, 13)
throw	Throw a javelin .	(0, 5)	Throw a glance .	(0, 5)
drink	Can I buy you a drink ?	(16, 21)	I asked for a hot drink .	(18, 23)
bend	The stick does not bend .	(19, 23)	Bend the rod .	(0, 4)
turn	People turn to mysticism at the turn of a millennium .	(7, 11)	The pedophile turned to boys for satisfaction .	(14, 20)
kid	She 's a kid . It 's normal for her to have imaginary friends .	(9, 12)	They 're just kids .	(14, 18)
shoot	Shoot a movie .	(0, 5)	Shoot a basket .	(0, 5)
seat	The seat of these trousers is almost worn through .	(4, 8)	He booked their seats in advance .	(16, 21)
price	What price glory ?	(5, 10)	They say that every politician has a price .	(37, 42)
hunt	The King used to hunt these forests .	(17, 21)	Her uncle is out hunting deer , now that it is open season .	(17, 24)
call	Take two aspirin and call me in the morning .	(21, 25)	I tried to call you all night .	(11, 15)
turn	The hillside behind our house is n't generally much to look at , but once all the trees turn it 's gorgeous .	(88, 92)	In Vermont , the leaves turn early .	(24, 28)
throw	Throw the car into reverse .	(0, 5)	She threw a beautiful teapot .	(4, 9)
purchase	To purchase land , to purchase a house .	(3, 11)	Carmen purchased a dress for $ 50 .	(7, 16)
breath	I could hear the breath of the runner behind me .	(17, 23)	He took a deep breath and dived into the pool .	(15, 21)
base	The base of the lamp .	(4, 8)	The base of the skull .	(4, 8)
use	We can use this mathematical formula to solve the problem .	(7, 10)	We only use Spanish at home .	(8, 11)
shot	The shot was wide off the mark .	(4, 8)	He poured a shot of whiskey .	(12, 16)
move	They were pleased about their move to the country .	(30, 34)	The move into my fiancé 's house took two long days .	(4, 8)
setup	It takes time to learn the setup around here .	(27, 32)	The laboratory included an elaborate setup for measuring the energy .	(37, 42)
stay	After the trial period , she was asked to stay on and work full-time .	(42, 46)	After graduation , she stayed on in Cambridge as a student adviser .	(23, 29)
face	An angry face .	(9, 13)	Dew dripped from the face of the leaf .	(21, 25)
outfitter	An outfitter provided everything needed for the safari .	(3, 12)	Before his first walking holiday , he went to a specialist outfitter to buy some boots .	(59, 68)
electrify	To electrify a limb , or the body .	(3, 12)	Electrify an appliance .	(0, 9)
carry	You must carry your camping gear .	(9, 14)	These pipes carry waste water into the river .	(12, 17)
beam	To beam forth light .	(3, 7)	The fire beamed on their faces .	(9, 15)
altitude	As the altitude increases , the temperature gets lower , so remember to bring warm clothes to the mountains .	(7, 15)	The altitude gave her a headache .	(4, 12)
foot	I 'll meet you at the foot of the stairs .	(22, 26)	His bare feet projected from his trousers .	(9, 13)
press	To press a crowd back .	(3, 8)	Press a record .	(0, 5)
development	The development of Alaskan resources .	(4, 15)	Such land is practical for small park developments .	(38, 50)
give	Can I give you the children for the weekend ?	(6, 10)	Can I give you my keys while I go in the pool ?	(6, 10)
life	Get a life .	(6, 10)	His heroism saved a life .	(20, 24)
give	What will you give her for her birthday ?	(14, 18)	He gives of his energies to the organization .	(3, 8)
set	A set of golf clubs .	(2, 5)	A set of teeth .	(2, 5)
get	Did you get it ?	(8, 11)	It must be getting more serious .	(11, 18)
break	If the vase falls to the floor , it might break .	(42, 47)	She broke the match .	(4, 9)
principle	The Pauli Exclusion Principle prevents two fermions from occupying the same state .	(20, 29)	The principles of democracy .	(4, 14)
pull	Pull a bank robbery .	(0, 4)	He regularly pulls 12-hour days , sometimes 14 .	(13, 18)
mean	You never understand what I mean !	(28, 32)	I mean to go to Baddeck this summer .	(2, 6)
splash	Her red hat gave her outfit a splash of color .	(30, 36)	He made a great splash and then disappeared .	(16, 22)
bear	Bear a heavy load .	(0, 4)	Bearing orders .	(0, 7)
state	His state of health .	(4, 9)	The current state of knowledge .	(12, 17)
play	I 've practiced the piano off and on , and I still ca n't play very well .	(58, 62)	Can you play on this old recorder ?	(8, 12)
flight	I took the noon flight to Chicago .	(16, 22)	Where is the departure gate for flight 747 ? / Go straight down and to the right .	(32, 38)
ghost	Everyone showed that the ghost of an old lady haunted this crypt .	(25, 30)	He looked like he had seen a ghost .	(29, 34)
permit	This will permit the rain to run off .	(10, 16)	She permitted her son to visit her estranged husband .	(4, 13)
model	The computer weather model did not correctly predict the path of the hurricane .	(21, 26)	A model of clarity .	(2, 7)
mask	They moved in under a mask of friendship .	(22, 26)	No mask could conceal his ignorance .	(3, 7)
movement	Politicians have to respect a mass movement .	(35, 43)	Movement is a sign of life .	(0, 8)
note	He detected a note of sarcasm .	(14, 18)	There was a note of gaiety in her manner .	(12, 16)
floor	The pit floor showed where a ring of post holes had been .	(8, 13)	The floor of a cave served the refugees as a home .	(4, 9)
work	I will work hard to improve my grades .	(7, 11)	John worked with Paul at finishing the task .	(5, 11)
move	We must move quickly .	(8, 12)	To move in a matter .	(3, 7)
match	These two copies are supposed to be identical , but they do n't match .	(64, 69)	Let them match their best athletes against ours .	(9, 14)
appear	He had to appear in court last month .	(10, 16)	Homo sapiens appeared millions of years ago .	(13, 21)
tense	Alternately relax and tense your calf muscle .	(22, 27)	The bodybuilder 's neck muscles tensed .	(32, 38)
go	Where do these books go ?	(21, 23)	It 's your turn ; go .	(18, 20)
send	To send a message , or a letter .	(3, 7)	Nora sent me the book .	(5, 9)
key	The key to winning a game .	(4, 7)	They were carrying two keys of heroin .	(23, 27)
water	The town debated the purification of the water supply .	(41, 46)	First you have to cut off the water .	(30, 35)
come	These shoes come in three colors .	(12, 16)	The sleeves come to your knuckles .	(12, 16)
sophisticate	Yet Butler professes to stick to plain facts , not to sophisticate , not to refine . — M. Arnold .	(54, 66)	To sophisticate the understanding . — Southey .	(3, 15)
fall	Payments fall on the 1st of the month .	(9, 13)	Night fell .	(6, 10)
machine	The boxer was a magnificent fighting machine .	(37, 44)	The war machine .	(8, 15)
fall	Fall prey to an imposter .	(0, 4)	The line of men fall forward .	(16, 20)
drive	Drive the forest .	(0, 5)	What are you driving at ?	(13, 20)
life	While there 's life there 's hope .	(15, 19)	Having experienced both , the vampire decided that he preferred (un)death to life .	(77, 81)
course	The course was less than a mile .	(4, 10)	He took a course in basket weaving .	(10, 16)
rain	We 've been having a lot of rain lately .	(28, 32)	The rains came late that year .	(4, 9)
catch	Ears open to catch every sound .	(13, 18)	If he catches you on the chin , you 'll be on the mat .	(6, 13)
credit	He was given credit for his work .	(13, 19)	I give you credit for owning up to your mistake .	(11, 17)
leave	A ten day 's leave to visit his mother .	(13, 18)	She was granted leave to speak .	(16, 21)
competition	The newspaper is featuring a competition to win a car .	(29, 40)	Business competition can be fiendish at times .	(9, 20)
lie	Lie dormant .	(0, 3)	The book lies on the table .	(9, 13)
close	Close up an umbrella .	(0, 5)	Her arms closed around her long lost relative .	(9, 15)
raise	Raise a mutiny .	(0, 5)	Raised edges .	(0, 6)
pull	Pull the string gently .	(0, 4)	Pull the handle towards you .	(0, 4)
fall	Fall by the wayside .	(0, 4)	He fell to his knees .	(3, 7)
finish	It was a fight to the finish .	(22, 28)	He applied a coat of a clear finish .	(29, 35)
mine	This diamond comes from a mine in South Africa .	(26, 30)	He came out of the coal mine with a face covered in black .	(24, 28)
crack	Open the door a crack .	(16, 21)	We managed to squeeze through a crack in the rock wall .	(32, 37)
locus	The locus of points equidistant from a given point is a circle .	(4, 9)	A circle is the locus of points from which the distance to the center is a given value , the radius .	(16, 21)
voice	The voice of the law .	(4, 9)	The noisy voice of the waterfall .	(10, 15)
term	He left school before the end of term .	(33, 37)	The term allowed to a debtor to discharge his debt .	(4, 8)
rotation	The manager had only four starting pitchers in his rotation .	(51, 59)	The medical resident finished a two - week rotation in pediatrics and began one in orthopaedics .	(43, 51)
cover	The cover concealed their guns from enemy aircraft .	(4, 9)	The fox was flushed from its cover .	(29, 34)
stay	Stay alone .	(0, 4)	The judge stayed the execution order .	(10, 16)
audience	Every artist needs an audience .	(22, 30)	He requested an audience with the king .	(16, 24)
take	I take it you 're not going ?	(2, 6)	Looking at him as he came into the room , I took him for his father .	(44, 48)
flight	The flight to Paris leaves at 7 o'clock tonight .	(4, 10)	I took the noon flight to Chicago .	(16, 22)
reading	He bought some reading material at the airport .	(15, 22)	He has a job meter reading for the gas company .	(19, 26)
employ	He was in the employ of the city .	(14, 20)	The school district has six thousand teachers in its employ .	(53, 59)
turn	The Earth turns .	(10, 15)	The wheels are turning .	(15, 22)
use	We only use Spanish at home .	(8, 11)	He does n't know how to use a computer .	(24, 27)
stay	A four-month stay in bankruptcy court .	(13, 17)	They had a nice stay in Paris .	(16, 20)
carry	You must carry your camping gear .	(9, 14)	Amanda carried the package from home to New York .	(7, 14)
reaction	You were in the courtroom . What is your reaction ?	(41, 49)	A bad reaction to the medicine .	(6, 14)
teach	Can you teach me to sew ?	(8, 13)	Wanda taught the students .	(6, 12)
rest	The ocean was finally at rest .	(25, 29)	A body will continue in a state of rest until acted upon .	(35, 39)
draw	Draw pulp from the fruit .	(0, 4)	Draw blood and pus .	(0, 4)
get	What do you get when you add up these numbers ?	(12, 15)	My children finally got me to buy a computer .	(20, 23)
be	When will the meeting be ?	(22, 24)	The dog was drowned by the boy .	(8, 11)
fly	Fly a kite .	(0, 3)	Lindbergh was the first to fly the Atlantic .	(27, 30)
line	Drop me a line when you get there .	(10, 14)	They attacked the enemy 's line .	(27, 31)
charge	He was arrested on a charge of larceny .	(21, 27)	The charges against the estate .	(4, 11)
play	Play cards .	(0, 4)	He plays on three teams .	(3, 8)
connect	This computer will connect well to the network .	(19, 26)	Our computers connected .	(14, 23)
inclusion	He admired the inclusion of so many ideas in such a short work .	(15, 24)	An inclusion in the cytoplasm of the cell .	(3, 12)
leave	She wants to leave .	(13, 18)	He left the Senate after two terms .	(3, 7)
application	The iPhone application VR+ connects to major social networks .	(11, 22)	He has tried several different word processing applications .	(47, 59)
song	The song of bullets was in the air .	(4, 8)	The song of the wind .	(4, 8)
face	He managed to show a bold face despite his embarrassment .	(26, 30)	The face of this company .	(4, 8)
raise	To raise a wall , or a heap of stones .	(3, 8)	Raise a siege .	(0, 5)
life	The battery had a short life .	(24, 28)	While there 's life there 's hope .	(15, 19)
place	We thought we would win but only ended up in fourth place .	(52, 57)	If you were in my place what would you do ?	(18, 23)
roof	I could see the roof of the bear 's mouth .	(16, 20)	The roof of the cave was very high .	(4, 8)
bar	He was admitted to the bar in New Jersey .	(23, 26)	Unfortunately some writers have used bar for one dyne per square centimeter .	(37, 40)
bag	He ate a large bag of popcorn .	(15, 18)	He carried his small bag onto the plane with him .	(21, 24)
straighten	Straighten hair .	(0, 10)	Straighten this post .	(0, 10)
letter	Mailed an indignant letter to the editor .	(20, 26)	A blood letter .	(8, 14)
side	He was on the heavy side .	(20, 24)	It brought out his better side .	(26, 30)
movement	The second movement is slow and melodic .	(11, 19)	A broad movement of the electorate to the right .	(8, 16)
split	He was winning until he got a split in the tenth frame .	(30, 35)	They announced a two-for-one split of the common stock .	(29, 34)
family	He 's family .	(6, 12)	His family has lived in Massachusetts since the Mayflower .	(4, 10)
call	To call the roll of a military company .	(3, 7)	The ship will call in Honolulu tomorrow .	(14, 18)
time	That 's three times he 's made the same mistake .	(14, 19)	He called four times .	(15, 20)
follow	Follow the road .	(0, 6)	Let 's follow our great helmsman !	(7, 13)
approach	Do n't approach that house .	(7, 15)	We were approaching our destination .	(8, 19)
pull	Pull the old soup cans from the supermarket shelf .	(0, 4)	Pull a bank robbery .	(0, 4)
side	It brought out his better side .	(26, 30)	John wrote 15 sides for his essay !	(14, 19)
come	Come down here !	(0, 4)	He came from France to Colorado .	(3, 7)
draw	Draw a chicken .	(0, 4)	The participants in the experiment were drawn from a representative population .	(40, 45)
scale	The Holocaust was insanity on an enormous scale .	(42, 47)	The scale of the map .	(4, 9)
get	I ca n't get these boots off ( or on ) .	(9, 12)	She did n't get the joke .	(12, 15)
finish	The market was up at the finish .	(25, 31)	Almost an inspiration which gives to all work that finish which is almost art "-- Joseph Conrad .	(51, 57)
finish	Booze will be the finish of him .	(18, 24)	Almost an inspiration which gives to all work that finish which is almost art "-- Joseph Conrad .	(51, 57)
acknowledge	* I acknowledge my transgressions . - Psalm 51:3 .	(4, 15)	She acknowledged that she might have forgotten .	(4, 16)
break	If the vase falls to the floor , it might break .	(42, 47)	She broke the vase .	(4, 9)
orbit	In the political orbit of a world power .	(17, 22)	In the post WWII era , several eastern European countries came into the orbit of the Soviet Union .	(72, 77)
think	I think he is very smart .	(2, 7)	Think what a scene it must have been !	(0, 5)
direction	He checked the direction and velocity of the wind .	(15, 24)	Keep going in the same direction .	(23, 32)
classify	Should we classify " make up " as an idiom or as a phrasal verb ?	(10, 18)	She classified the works as ' dangerous ' .	(4, 14)
pottery	The shelves were lined with pottery of all shapes and sizes .	(28, 35)	Bernard Leach was skilled at pottery .	(29, 36)
design	Design a better mousetrap .	(0, 6)	She designed to go far in the world of business .	(4, 12)
truck	Truck fresh vegetables across the mountains .	(0, 5)	Amanda trucked the package from Philadelphia to her mother 's house .	(7, 14)
spread	A big oil spot spread across the water .	(15, 21)	She liked to spread butter on her toast while it was still hot .	(13, 19)
fix	Fix a race .	(0, 3)	Let 's fix the picture to the frame .	(7, 10)
blowout	The right front tire had a blowout .	(27, 34)	As a result of the blowout we lost all the lights .	(19, 26)
hold	I hold him personally responsible .	(2, 6)	Hold these truths to be self-evident .	(0, 4)
judge	The judge tried both father and son in separate trials .	(4, 9)	The judge pronounced often before , but never so widely press-attended .	(4, 9)
appear	He had to appear in court last month .	(10, 16)	She appeared on several charges of theft .	(4, 12)
agree	The two stories do n't agree in many details .	(23, 28)	They agreed with her how to do it .	(5, 11)
beat	Beat a path through the forest .	(0, 4)	Beat the rhythm .	(0, 4)
field	A crop circle was made in a corn field .	(33, 38)	There were some cows grazing in a field .	(34, 39)
call	He was ejected for protesting the call .	(34, 38)	I received several calls today .	(19, 24)
wish	I wish I could go home now .	(2, 6)	I wish that Christmas were over .	(2, 6)
gratification	To my immense gratification he arrived on time .	(14, 27)	Dull repetitious work gives no gratification .	(31, 44)
fire	Put the kettle on the fire .	(22, 26)	Barbecue over an open fire .	(22, 26)
beat	Beat the drum .	(0, 4)	Beat one 's breast .	(0, 4)
etiolation	His etiolation signaled years in prison .	(4, 14)	The etiolation of celery .	(4, 14)
extend	Extend my greetings .	(0, 6)	Extend the loan .	(0, 6)
connect	The new railroad will connect the northern part of the state to the southern part .	(22, 29)	Herman connected the computers .	(7, 16)
melt	When the weather is warm , the snowman will disappear ; he will melt .	(64, 68)	The wax melted in the sun .	(8, 14)
place	Your place or mine ?	(5, 10)	A woman 's place is no longer in the kitchen .	(11, 16)
life	While there 's life there 's hope .	(15, 19)	He gave up on life .	(14, 18)
day	In the day of the dinosaurs .	(7, 10)	In the days of sailing ships .	(7, 11)
bank	The plane went into a steep bank .	(28, 32)	A huge bank of earth .	(7, 11)
addition	The addition of a leap day every four years .	(4, 12)	The addition of cinnamon improved the flavor .	(4, 12)
float	Float data .	(0, 5)	The dancer floated across the stage .	(11, 18)
point	At that point I had to leave .	(8, 13)	To fall off a point .	(14, 19)
return	A return to one 's question .	(2, 8)	The return of spring .	(4, 10)
fall	When that became known the price of their stock went into free fall .	(63, 67)	The fall of the House of Hapsburg .	(4, 8)
raise	To raise a wall , or a heap of stones .	(3, 8)	Raise a family .	(0, 5)
light	He stepped into the light .	(20, 25)	Hey , buddy , you got a light ?	(24, 29)
fail	We must not fail his obligation to the victims of the Holocaust .	(12, 16)	She failed in her obligations as a good daughter-in-law .	(4, 10)
point	Point a chimney .	(0, 5)	The gun points with ease .	(8, 14)
turn	Turn on the spot .	(0, 4)	The wheels are turning .	(15, 22)
open	Vermont will open elk hunting season next week .	(13, 17)	An opportunity opened up .	(15, 21)
flap	He wrote on the flap of the envelope .	(16, 20)	The flap of a wing .	(4, 8)
development	The development and printing of his pictures took only two hours .	(4, 15)	After he saw the latest development he changed his mind and became a supporter .	(24, 35)
care	He does n't care about how / whether she comes .	(12, 16)	I really care about my work .	(9, 13)
wash	Can you wash away the spots on the windows ?	(8, 12)	The swollen river washed away the footbridge .	(18, 24)
wing	They are the progressive wing of the Republican Party .	(25, 29)	He preferred the drumsticks to the wings .	(35, 40)
field	Oil field .	(4, 9)	He longed for the fields of his youth .	(18, 24)
extract	Extract information from the telegram .	(0, 7)	Extract a bad tooth .	(0, 7)
commission	The motor was out of commission .	(21, 31)	Put the ships into commission .	(19, 29)
place	This is a nice place for a picnic .	(15, 20)	A place in my heart .	(2, 7)
extend	Extend the casserole with a little rice .	(0, 6)	Extend my greetings .	(0, 6)
check	They made a check of their equipment .	(12, 17)	He paid all his bills by check .	(25, 30)
grave	He put flowers on his mother 's grave .	(32, 37)	He went to his grave without forgiving me .	(15, 20)
process	The process of calcification begins later for boys than for girls .	(4, 11)	Events now in process .	(14, 21)
set	A set of teeth .	(2, 5)	A set of books .	(2, 5)
trade	Will you trade your precious watch for my earring ?	(9, 14)	The stock traded around $ 20 a share .	(10, 16)
progress	Great progress in the arts .	(6, 14)	He listened for the progress of the troops .	(20, 28)
catch	Do n't catch your meaning .	(7, 12)	Catch some sleep .	(0, 5)
offer	Offer prayers to the gods .	(0, 5)	He offered his opinion .	(3, 10)
